,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156
0,1.0,715.0,678.0,1031.0,1072.0,350.0,350.0,684.0,739.0,686.0,733.0,86211.0,604611.0,255612.5,253056.0,376647.0,368992.0,123208.0,119471.0,248143.0,262820.0,258380.0,261282.0,30997404.580329064,213906204.58032897,231714.0,229842.0,341745.0,334412.0,111355.0,108014.0,224901.0,238654.0,234652.0,237256.0,28884023.012711566,194080823.01271158,360518.0,357273.0,531480.5,520763.0,173809.0,168187.0,350082.0,370871.0,365123.0,369080.0,42988398.33390362,301885998.3339036,397488.0,392404.0,584469.0,574592.0,192045.0,185904.0,385831.0,408197.0,400763.0,406265.0,47256971.55182089,332549771.5518213,127042.0,125945.0,187041.0,183155.0,61250.0,59252.0,123309.0,130509.0,128634.0,130020.0,15031756.215140933,106270156.21514086,130779.0,129286.0,192663.0,189296.0,63248.0,61250.0,126900.0,134355.0,132023.0,133799.0,14748830.074930081,109529630.0749301,240917.0,238851.0,355122.0,347417.0,116091.0,112500.0,233928.0,247961.0,243827.0,246401.0,29591191.638088334,201656791.63808835,265565.0,262388.0,391038.0,384011.0,128141.0,124295.0,257515.0,273060.5,268151.0,271332.0,32393453.59150703,222300653.5915075,232110.0,230456.0,342143.0,334629.0,111466.0,108077.0,225397.0,238803.0,235298.0,237672.0,29047972.304783665,194287972.30478373,262813.0,259718.0,386643.0,379511.0,126530.0,122751.0,254971.0,270355.0,265166.0,268644.5,31522778.36495555,219917978.36495578,30643460.419670887,29567034.98728848,45895142.66609633,45161220.44817915,15142093.784859084,15425019.925069917,29377132.36191168,31316475.408493027,30092773.695216425,31669884.635044463,3716168260.5000157,26026925928.28786,218390660.41967076,215845434.9872883,321467942.66609645,315593220.4481791,105343693.78485906,102084219.92506994,211897132.36191174,224506875.4084933,220475173.6952163,223261884.6350443,26097192992.71224,182777230660.4995
1,1.0,715.0,691.0,1088.0,1061.0,365.0,357.0,707.0,741.0,699.0,728.0,-15.0,604785.0,255612.5,245893.0,397458.0,381071.0,129977.0,130678.0,249249.0,263960.0,248143.0,257906.0,-30190961.98096923,216567438.01903054,248172.0,238740.5,386420.0,370558.0,126462.0,126866.0,242175.0,256533.0,241231.0,250566.0,-29311666.50861493,210448333.49138525,380462.0,365388.0,591872.0,568284.0,193854.0,194560.0,371238.0,392626.0,369169.0,384195.0,-47093478.455163375,322439321.5448368,377544.0,362593.0,586084.0,562860.5,192005.0,192671.0,368366.0,389478.0,366171.0,380850.0,-44868014.65834204,319653585.3416578,130998.0,125753.0,203266.0,195260.0,66612.5,66905.0,127716.0,135062.0,127152.0,132173.0,-14920624.961175768,110877775.03882389,124577.0,119821.0,193856.0,186106.0,63400.0,63724.5,121481.0,128539.0,121008.0,125765.0,-15863312.62707843,105615087.37292163,256256.0,246362.0,397978.0,381761.0,130339.0,130918.0,249924.5,264764.0,248890.0,258486.0,-29792882.09615806,217051917.90384182,265855.0,255498.0,413582.0,396723.0,135403.0,135998.0,259123.0,274540.5,257998.0,268130.0,-31936967.859103467,225275832.14089677,251642.0,241778.0,391343.0,375468.0,127983.0,128535.0,245303.0,259961.0,244300.5,253760.0,-29723710.792349294,213189889.20765024,262614.0,252482.0,407869.0,391558.0,133547.0,134131.0,256210.0,271318.0,255112.0,264992.0,-31422667.304208256,222506932.6957917,30180236.980969243,29301301.50861501,47077158.45516331,44852099.65834199,14915149.961175783,15857957.627078444,29782277.0961581,31925852.85910343,29713225.7923493,31411747.304208267,112.50000619888226,26009254771.928436,215853836.98096916,207458101.50861508,335566758.4551629,322023299.6583419,109868749.9611757,110293157.6270784,210531077.0961581,222869852.85910338,209554825.7923492,217776547.30420834,-26018326546.92836,182882448112.49988
2,1.0,700.0,705.0,1117.0,1049.0,360.0,373.0,701.0,744.0,703.0,710.0,-41.87819031014806,604758.1218096898,245000.0,256106.0,407413.0,378640.0,129367.0,138137.0,259207.0,267384.0,253489.0,256130.0,-29759485.62180651,218467714.37819347,237394.0,248512.5,395666.0,367411.0,125643.0,134044.0,251509.0,259304.0,245998.0,248593.0,-30819284.239462342,211964715.76053795,374487.0,391819.0,623844.5,579873.0,198107.0,211608.0,397039.0,408580.0,387792.0,392173.0,-48363998.18116678,334301601.8188324,355660.0,372134.0,591860.0,550200.5,188029.0,200884.0,377343.0,388030.0,368150.0,372176.0,-44461655.162382446,317381544.8376177,122633.0,128157.0,204013.0,189611.0,64800.0,69314.0,129863.0,133623.0,126866.0,128272.0,-15150640.935246343,109351759.06475365,122963.0,128921.0,205033.0,190393.0,64966.0,69564.5,130387.0,134200.0,127485.0,128740.0,-16746686.927521598,109829313.07247862,231493.0,242696.0,385978.0,358006.0,122497.0,131086.0,245700.5,253009.0,239927.0,242403.0,-29608228.31668917,206782171.68331093,253416.0,265216.0,422468.0,392426.0,134217.0,143312.0,268535.0,276768.0,262541.0,265282.0,-31279664.279796764,226321935.72020352,238611.0,249617.0,397459.0,369297.0,126214.0,134734.0,252876.0,260491.0,247104.5,249764.0,-30059916.45283603,212983283.547164,240870.0,251957.0,400897.0,372614.0,127328.0,136090.0,255307.0,262958.0,249366.0,252050.0,-30480423.76667622,214981976.23332375,29730170.888589587,30789760.115293797,48317220.242590874,44417724.940747485,15135564.786734669,16731066.362535909,29578871.705282,31248506.906206224,30030476.08504819,30450690.251556195,876.891408479365,25996435114.069386,204862970.88859013,214389760.11529386,341213220.2425885,317009724.9407466,108361164.78673486,115745466.36253603,217153271.70528218,223618106.9062063,212161676.08504838,214396290.25155625,-26021761289.78605,182866192947.391
3,1.0,674.0,702.0,1104.0,1051.0,378.0,364.0,723.0,740.0,702.0,724.0,-179.0,604621.0,227138.0,237286.0,371643.0,357897.0,133909.0,127580.0,244984.0,247942.0,237353.0,247765.0,-28748196.470714238,205309403.5292857,235862.0,246402.0,385561.0,371224.0,139055.0,132013.0,253996.0,257076.0,246309.0,257407.0,-29985212.892517276,213014787.10748273,372453.0,389447.0,609408.0,586713.0,219436.0,208856.0,401467.0,405919.0,389171.0,406537.0,-48183554.60146855,336555645.39853245,350477.0,366578.0,573591.0,552300.5,206797.0,196880.0,378299.0,382415.0,366522.0,382557.0,-44378645.16222002,316902954.8377798,120863.0,126301.0,197876.0,190481.0,71442.0,68107.0,130321.0,131929.0,126531.0,131934.0,-15977055.58850402,109302944.41149595,117756.0,123515.0,193000.0,185684.0,69485.0,66248.0,127145.0,128474.0,123331.0,128649.0,-16634350.943357721,106572049.05664237,242318.0,253550.0,396725.0,381574.0,142973.0,136027.0,261364.5,264626.0,253397.0,264564.0,-31576966.642580066,219112633.35741952,250818.0,262404.0,411041.0,395325.0,147791.0,140886.0,270394.0,273800.0,262447.0,273599.0,-31558596.370215617,226820603.62978405,235795.0,246495.0,385837.0,371280.0,138825.0,132197.0,254149.0,257033.0,246402.0,257291.0,-30001614.203385454,213041585.7966144,240211.0,250841.0,392759.0,378367.0,141738.0,134887.0,258888.0,262161.0,250957.0,262088.0,-31761444.98356078,217113755.0164389,28627550.470714156,29859554.89251731,47985938.601468556,44190516.16222003,15909393.588504039,16569194.94335772,31447549.642580103,31426136.37021566,29875956.203385472,31631848.983560752,16020.500030994415,25997668190.91381,202205150.4707143,211429154.8925173,330945938.6014693,318553716.16222,119243793.58850405,113509994.94335769,218028349.6425801,220598936.37021586,211402356.20338544,220631848.98356077,-26105895349.91371,182783276820.50006
4,1.0,679.0,719.0,1122.0,1073.0,377.0,370.0,734.0,728.0,696.0,717.0,86193.84268895141,604593.8426889514,230520.5,253432.0,389953.0,363687.0,128693.0,128502.0,253262.0,256186.0,245724.0,244912.0,29384664.1033022,208837464.10330215,234769.0,258480.5,397163.0,370145.0,130907.0,130585.0,257764.0,260475.0,250242.0,249357.0,31308101.263525188,212532101.26352543,371885.0,409555.0,629442.0,586548.0,207275.0,206965.0,408493.0,412696.0,396505.0,395184.0,47870769.58822658,336792369.58822703,364880.0,401342.0,617358.0,575664.5,203627.0,203247.0,400989.0,405259.0,388923.0,387656.0,47565591.66606037,330525591.66606003,127290.0,140156.0,215719.0,200894.0,71064.5,71028.0,139893.0,141521.0,135833.0,135211.0,16604047.558050819,115359247.55805093,122728.0,135445.0,208175.0,193763.0,68462.0,68450.0,135020.0,136546.0,131100.0,130428.0,14993971.388352562,111329971.38835259,245124.0,269982.0,415055.0,386593.0,136825.0,136560.0,269378.0,272394.0,261421.0,260427.0,31481989.755228937,222080389.75522935,238126.0,262957.0,404120.0,375885.0,132935.0,132814.0,261958.0,264992.0,254765.0,253317.0,31796558.634809744,216044558.6348094,226860.0,250182.0,384407.0,357885.0,126559.0,126420.0,249443.0,251923.0,242208.0,241180.0,30190555.622805826,205582555.62280542,241931.0,266166.0,409290.0,381685.0,135098.0,134862.0,265851.0,268659.0,257852.0,257044.5,30292299.640717525,219162699.64071688,29140955.082495924,30665271.62983091,48838721.90877643,44920401.53918418,15891031.13568388,16897750.406559516,31784290.778461423,30952558.84274695,29800358.888704453,31508685.567260735,3714689258.743867,26028407319.995598,201681755.08249483,222170871.62983033,341561921.9087779,318203601.5391844,112572631.13568349,112369750.40655923,221691490.77846035,224099758.84274632,215214758.88870332,214331085.56726003,26083859247.444466,182766857308.6959
5,1.0,687.0,740.0,1086.0,1032.0,365.0,361.0,711.0,721.0,741.0,742.0,-53.0,604747.0,235984.5,244959.0,349510.0,339806.0,117939.0,122461.0,229331.0,235647.0,253854.0,246593.0,-29435797.82957761,200215402.17042184,263421.0,273800.0,391556.0,380464.0,131987.0,136702.0,257165.0,263152.0,283022.0,275851.0,-31515617.30490599,223839582.695094,396572.0,412084.0,589698.0,572875.0,198590.0,205464.0,386905.0,396638.0,425674.0,414669.0,-46882682.19751795,336862917.80248165,369178.0,383216.0,547877.0,532512.0,184785.0,191286.0,359515.0,369064.0,396323.0,385567.0,-43153652.98575984,313332747.01424026,132816.0,138113.0,197800.0,191895.0,66612.5,69033.0,129576.0,133204.0,142792.0,138819.0,-15473967.126698425,112916432.8733016,125546.0,130438.0,186582.0,181266.0,62732.0,65160.5,122388.0,125603.0,134929.0,131220.0,-16332653.90972739,106657746.09027255,259126.0,268975.0,385241.0,374237.0,129939.0,134283.0,252760.5,259387.0,277867.0,270702.0,-30244877.918243542,220055922.081757,259680.0,270388.0,386368.0,375008.0,129961.0,134678.0,253244.0,259920.5,279668.0,271759.0,-30664098.338114582,220759901.6618852,255213.0,265318.0,379052.0,368389.0,127673.0,132572.0,248984.0,254593.0,274540.5,267486.0,-31227987.70995459,216826412.29004547,263161.0,273229.0,391143.0,380177.0,132011.0,136642.0,256860.0,263223.0,282336.0,275282.0,-33005882.952209216,223602117.04779086,29399386.829577643,31476397.304906037,46825124.197517805,43098956.98575977,15454622.126698425,16313520.909727393,30207194.918243527,30625885.33811461,31188714.709954616,32966556.952209216,1404.5000123977643,25958448837.18532,215245786.82957792,223673197.3049059,319892324.1975181,310766156.9857598,107816222.12669833,111655920.90972733,209919194.9182438,215262685.3381145,231291114.70995453,225120156.9522093,-25990500428.18521,182859467004.50006
6,1.0,706.0,725.0,1081.0,1039.0,363.0,371.0,690.0,748.0,759.0,716.0,-46.532261703396216,604753.4677382966,249218.0,252948.0,369630.0,348592.0,117521.0,127507.0,234680.0,254264.0,266184.0,250916.0,-30236958.837448433,207708641.16255137,258902.0,262812.5,384347.0,362738.0,122009.0,132546.0,244140.0,263744.0,276459.0,260983.0,-31390391.666808467,215886408.33319116,393556.0,399378.0,584280.5,551735.0,185716.0,201039.0,371353.0,401255.0,419654.0,396402.0,-46491246.388856344,328095953.6111437,384942.0,390537.0,571424.0,539760.5,182218.0,196743.0,363339.0,392905.0,410347.0,387723.0,-43242908.60036424,321019491.3996348,138757.0,141166.0,206687.0,194939.0,65884.5,71160.0,131365.0,141923.0,148134.0,140067.0,-15464687.789522728,115949712.21047714,134419.0,136429.0,200012.0,188726.0,63513.0,68820.5,127025.0,137411.0,143397.0,135360.0,-16917478.30007863,112207321.69992132,252460.0,256110.0,374537.0,353571.0,119105.0,128965.0,238050.0,257408.0,269146.0,254090.0,-28746857.080478165,210365142.91952243,273824.0,278556.0,407333.0,384267.0,129601.0,140097.0,258712.0,279752.0,292678.0,276147.0,-31595595.75660274,228641204.24339694,269670.0,273816.0,400825.0,378254.0,127383.0,138192.0,254564.0,275054.0,288040.5,271935.0,-32627834.877983358,225016965.12201688,254580.0,258117.0,377594.0,356201.0,119841.0,130276.0,239950.0,259421.0,271509.0,256328.0,-31905714.66224043,212087885.3377595,30204107.060685895,31356655.777073544,46440945.01395507,43194561.58045416,15447796.578524398,16900214.830986664,28714749.819902766,31560789.624848697,32592516.89135043,31872397.562860776,1082.6257041533222,25987347202.726135,219247307.06068596,222559855.77707335,325642545.0139553,307319361.5804542,103575796.57852434,112156214.83098662,206914749.819903,223714389.62484846,233990916.89135036,220915597.56286082,-26015487749.352936,182863378370.74738
7,1.0,746.0,731.0,1077.0,1025.0,345.0,365.0,676.0,740.0,759.0,741.0,-107.20371101447381,604692.7962889855,278258.0,269119.0,400441.0,373846.0,128046.0,128814.0,243177.0,278471.0,276254.0,278239.0,-31901316.3193102,222719483.68068966,276207.0,267180.5,398152.0,371792.0,127247.0,128162.0,241532.0,276344.0,274487.0,276230.0,-31034402.869588528,221253597.1304113,403001.0,389135.0,579964.5,541852.0,185437.0,186267.0,352038.0,403136.0,399497.0,402743.0,-46471679.66069648,322413120.339303,390804.0,377483.0,562073.0,525312.5,179977.0,180978.0,341467.0,390904.0,387727.0,390485.0,-44068987.78699229,312719812.2130074,129324.0,124948.0,186128.0,173648.0,59512.5,59933.0,112957.0,129348.0,128305.0,129321.0,-14906330.253203586,103461669.74679664,143476.0,138653.0,206838.0,193147.0,65992.0,66612.5,125628.0,143666.0,142419.0,143335.0,-15924137.04147313,114928662.95852676,261119.0,252624.0,376014.0,351433.0,120263.0,121112.0,228488.0,261335.0,259495.0,260768.0,-28875615.120086834,209113184.87991357,273569.0,264596.0,393844.0,367596.0,125952.0,126434.0,238905.0,273800.0,271618.0,273651.0,-32115610.487894796,218962789.51210523,289960.0,280342.0,417946.0,390248.0,133550.0,134616.0,253589.0,290042.0,288040.5,290027.0,-32153869.738974243,232230130.2610257,274547.0,265441.0,395314.0,369040.0,126324.0,127130.0,240148.0,274689.0,272392.0,274540.5,-31969106.991440486,219757293.00855985,31821342.350893173,30956036.95683682,46356221.2639339,43959103.98320248,14869344.972903658,15885007.686952882,28803145.411440868,32036279.74174401,32072502.12231391,31889669.04157865,5746.317830972203,25979430934.97398,228381342.35089386,220776836.95683727,328841021.26393604,307090303.9832034,105157344.97290348,105784207.68695286,199659145.41144156,228509879.74174482,226731702.12231517,228320069.0415793,-26044256246.759754,182826688941.89594
8,1.0,708.0,738.0,1087.0,1028.0,351.0,374.0,683.0,742.0,777.0,716.0,-6.129972698166966,604793.8700273018,250632.0,268424.0,409529.0,387921.0,132406.0,140703.0,256059.0,274894.0,278861.0,256819.0,-30189735.577257767,223610264.4227426,254080.0,272322.0,415922.0,393890.0,134539.0,143117.0,259557.0,278604.0,283120.0,260524.0,-31647767.0595934,226947432.94040695,360067.0,386284.0,590784.5,559669.0,191073.0,203034.0,368958.0,395671.0,401102.0,369119.0,-47343186.562951304,322103213.437049,339903.0,364774.0,557767.0,528392.0,180629.0,192017.0,348350.0,373582.0,378890.0,348505.0,-44176542.15751526,304188257.84248513,116102.0,124499.0,190464.0,180199.0,61600.5,65577.0,118916.0,127474.0,129321.0,119120.0,-15414656.342146447,103817343.65785348,124089.0,132895.0,203504.0,192455.0,65697.0,69938.0,126874.0,136078.0,137841.0,127183.0,-16638463.371134346,110844736.62886585,227505.0,244497.0,373463.0,353774.0,120817.0,128568.0,233244.5,250056.0,253900.0,233043.0,-29332637.622823074,203644962.37717733,250442.0,268992.0,410883.0,389194.0,132968.0,141430.0,256730.0,275282.0,279476.0,256828.0,-31022193.03110886,224160206.96889064,271255.0,290306.0,443497.0,419866.0,143406.0,152757.0,276791.0,297058.0,301864.5,278040.0,-32826001.25154648,242012398.74845284,250109.0,267884.0,409173.0,387543.0,132196.0,140601.0,255985.0,274444.0,278292.0,256328.0,-31015941.737759795,223302458.2622403,30185395.556587525,31643243.139742207,47336523.28262788,44170240.545581326,15412504.721729413,16636170.761345258,29328450.85147036,31017644.591366857,32821238.262760155,31011552.677307915,18.788285861926852,25968460341.837807,204583795.55658662,219390443.13974166,335307723.2826259,317539840.54558027,108465304.72172941,115348170.76134527,209429250.85146958,224596844.59136626,227912438.26275906,209729952.67730743,-25972167711.749134,182887812611.30054
9,1.0,682.0,723.0,1119.0,1048.0,350.0,373.0,690.0,763.0,745.0,688.0,-61.51601107814349,604738.4839889219,232562.0,252828.0,394819.0,374296.0,125828.0,137948.0,251080.0,265365.0,262232.0,241008.0,-29464832.92604796,214053567.07395205,240258.0,261364.5,408791.0,387478.0,130385.0,143011.0,259433.0,274336.0,271184.0,248904.0,-30863551.890707158,221424448.10929266,368339.0,400246.0,626080.5,593286.0,199427.0,218850.0,397791.0,420305.0,415045.0,381787.0,-48790386.78420054,339145613.21579975,340440.0,370226.0,579426.0,549152.0,184805.0,202810.0,368167.0,388901.0,384017.0,353008.0,-46119001.97313803,313866598.0268615,112872.0,122665.0,192223.0,181995.0,61250.0,67368.0,122202.0,129028.0,127329.0,117128.0,-15573545.50896041,104090454.4910395,116438.0,126668.0,198537.0,188094.0,63182.0,69564.5,125996.0,132911.0,131246.0,120817.0,-16075616.05598319,107433183.94401668,219500.0,239437.0,374319.0,354953.0,119298.0,131374.0,238050.0,250963.0,248315.0,227621.0,-29676656.831973463,202782543.1680264,255001.0,277313.0,433492.0,410723.0,138022.0,151688.0,275507.0,291084.5,287702.0,264286.0,-32032890.80394077,234899909.19605932,245858.0,267451.0,418610.0,396743.0,133421.0,146639.0,265735.0,280733.0,277512.5,254812.0,-31471488.234382972,226691711.76561725,228208.0,248520.0,388085.0,368016.0,123672.0,135807.0,247099.0,260658.0,257748.0,236672.0,-29771148.002423976,210420851.99757612,29422879.00649291,30819075.814697802,48721550.367804505,46054533.1935284,15552014.905083109,16052670.583851067,29634210.784329787,31985954.087488268,31425658.806129977,29728824.986802284,1892.1098092594323,26022161067.011265,198378079.00649297,215801475.81469783,337556750.36780185,319899333.19352764,107568014.90508316,118134270.58385105,214487010.78432953,226515554.08748838,223838458.80613008,205639224.9868028,-26059362166.291573,182854317008.6097
