,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156
0,1.0,701.0,732.0,1015.0,1107.0,345.0,368.0,692.0,685.0,724.0,686.0,-33.79329098376911,604766.2067090162,245700.5,247493.0,365958.0,387817.0,128212.0,130794.0,242205.0,234004.0,249872.0,232108.0,-30203934.821159866,208519265.17883995,265639.0,267912.0,394734.0,418840.0,137855.0,140835.0,261997.0,252945.0,270555.0,251055.0,-31782289.636090096,225344110.36391026,345557.0,348246.0,515112.5,546082.0,180493.0,183666.0,341011.0,329762.0,351759.0,326397.0,-44938743.468261644,293490056.5317382,388190.0,391484.0,577523.0,612724.5,201974.0,206353.0,382951.0,370079.0,395128.0,366931.0,-48323333.955777526,329590266.0442225,113633.0,114685.0,169682.0,179941.0,59512.5,60534.0,112367.0,108658.0,115996.0,107441.0,-15020247.018836197,96694952.9811638,127174.0,128541.0,189854.0,201023.0,66426.0,67712.0,125823.0,121517.0,129721.0,120566.0,-16561161.640149118,108200438.3598509,242887.0,244547.0,361369.0,383093.0,126373.0,128833.0,239432.0,231328.0,247006.0,229140.0,-30932223.73948838,205933376.2605112,246181.0,248475.0,365513.0,388216.0,127667.0,130563.0,242692.0,234612.5,251200.0,232505.0,-28282208.24027309,208885791.75972688,257652.0,259413.0,383101.0,406340.0,133784.0,136711.0,254002.0,244740.0,262088.0,243293.0,-32030917.544477273,218356282.45552233,248778.0,251097.0,369893.0,392471.0,129229.0,131882.0,245572.0,237405.0,253371.0,235298.0,-29257971.9829973,211193228.01700252,30180245.724180244,31757552.947089933,44904443.27791296,48285924.78265842,15008588.333446786,16548725.709067099,30908838.78212768,28259059.83594916,32006451.20180495,29234789.785382424,570.9932615850786,26023971561.242287,215421845.72417995,217344752.94709003,320347643.2779133,339885924.78265864,111949388.33344679,114353525.7090671,212564838.78212765,205379059.8359493,219494451.20180497,203676389.78538236,-26044408601.642666,182871082388.6068
1,1.0,714.0,725.0,1072.0,1138.0,387.0,374.0,698.0,688.0,719.0,666.0,-47.56112031498924,604752.438879685,254898.0,270920.0,399369.0,422802.0,153437.0,142218.0,252864.0,257891.0,273822.0,245027.0,-30064316.563258022,225506883.43674213,246730.0,262812.5,387273.0,410118.0,149102.0,137783.0,244965.0,250211.0,266157.0,237292.0,-31477370.26313967,218693829.73686066,366039.0,389927.0,574592.0,608397.0,221124.0,204201.0,363684.0,371725.0,394546.0,352163.0,-46446141.91598116,324469058.0840188,389730.0,414932.0,611539.0,647522.0,235382.0,217691.0,387175.0,395388.0,419838.0,374899.0,-49045214.734110795,345370785.26588947,122881.0,131473.0,193740.0,205024.0,74884.5,68840.0,122303.0,125495.0,133421.0,118615.0,-16326678.534357073,109385321.4656428,124818.0,133367.0,196727.0,207921.0,75898.0,69938.0,124295.0,127185.0,135005.0,120511.0,-16104135.834948204,110990264.165052,245508.0,261085.0,384572.0,407149.0,147823.0,136757.0,243602.0,248742.0,264040.0,235748.0,-30116767.38536695,217203232.6146333,233341.0,248589.0,365811.0,387556.0,140761.0,130127.0,231482.0,236672.0,251707.0,224248.0,-28555542.896809038,206711657.10319105,239544.0,255118.0,376222.0,398384.0,144832.0,133901.0,237822.0,242965.0,258480.5,230576.0,-31385003.296494093,212392596.70350584,230497.0,245558.0,361789.0,383009.0,139127.0,128573.0,229120.0,233960.0,248278.0,221778.0,-29147625.653327487,204305174.34667256,30030357.923353117,31442888.450911377,46395156.39500346,48991090.179192394,16308272.380795201,16086347.97595039,30083569.723387066,28522820.84603238,31350806.850987643,29115949.947197758,1131.0300957705133,25983569924.272873,206286357.9233531,219751688.4509114,323825556.3950033,342837490.1791927,124653872.38079527,115187147.97595042,204913969.72338703,209358020.84603244,222424406.85098767,198459949.9471978,-26012332627.77934,182862756165.46396
2,1.0,696.0,702.0,1058.0,1117.0,415.0,366.0,684.0,705.0,725.0,698.0,-115.0,604685.0,242208.0,242929.0,370431.0,388831.0,145036.0,119670.0,243171.0,255494.0,256036.0,256464.0,-29170786.143785395,211971613.85621473,245663.0,246402.0,375268.0,394566.0,147391.0,121302.0,246366.0,259121.0,260301.0,259740.0,-30143576.95399397,214973223.0460059,365937.0,367448.0,559682.0,587910.0,219463.0,180498.0,367462.0,386456.0,387536.0,387332.0,-46099967.42594294,320408832.57405716,388601.0,389568.0,593876.0,623844.5,233078.0,192044.0,390030.0,410049.0,410948.0,411232.0,-48267913.053799,340056886.9462003,143804.0,143939.0,219607.0,230477.0,86112.5,70889.0,144092.0,151627.0,151957.0,152221.0,-17019567.873182856,125713232.12681697,135066.0,135630.0,206730.0,216778.0,81001.0,66978.0,135533.0,142388.0,142741.0,142576.0,-15893039.177902682,118199760.82209753,232893.0,233802.0,356210.0,373998.0,139768.0,114811.0,233928.0,246218.0,246650.0,246712.0,-29551387.631509192,203944612.36849114,235186.0,235789.0,359434.0,377436.0,140948.0,115642.0,236002.0,248512.5,249167.0,249637.0,-29388406.800159764,205878793.19984007,248564.0,248649.0,379514.0,398877.0,148918.0,122609.0,249250.0,261958.0,262812.5,263309.0,-31272268.21717105,217343731.7828294,229344.0,230256.0,351152.0,368434.0,137449.0,112892.0,230720.0,242453.0,242741.0,243602.0,-30846972.496787265,200964227.50321272,29090746.143785387,30062846.953993957,45978297.425942965,48139458.05379886,16971842.873182863,15850949.177902652,29472727.63150917,29307331.800159797,31188893.217171114,30766702.49678723,6612.499991893768,25966716771.0903,208889146.14378527,209515646.953994,319347897.42594326,335376258.05379915,125231042.8731829,103114949.17790265,209659927.63150924,220424131.80015963,221052893.21717134,221105902.49678728,-26036255546.0903,182821974612.4999
3,1.0,728.0,682.0,1047.0,1113.0,402.0,353.0,701.0,725.0,718.0,729.0,-35.70971172564896,604764.2902882743,264992.0,234655.0,369993.0,385267.0,135372.0,125103.0,252474.0,249999.0,243192.0,273733.0,-30628443.922613095,212501156.07738686,261841.0,232562.0,366375.0,381959.0,135068.0,123730.0,249882.0,248267.0,241797.0,270700.0,-29791624.165783346,210573175.83421636,392223.0,347679.0,548104.5,570946.0,201426.0,185092.0,373853.0,370921.0,360845.0,405430.0,-46350004.2191331,314888395.7808674,424997.0,377107.0,594365.0,619384.5,218900.0,200979.0,405530.0,402595.0,391594.0,439117.0,-47982917.341171965,341551482.6588283,157284.0,139096.0,219468.0,228526.0,80802.0,74182.0,149801.0,148915.0,144592.0,162434.0,-16232339.316131052,126154860.68386902,131881.0,117016.0,184499.0,191910.0,67724.0,62304.5,125625.0,124770.0,121429.0,136383.0,-14784723.977984857,105916076.02201524,257854.0,228200.0,360094.0,374683.0,132001.0,121828.0,245700.5,243410.0,236444.0,266344.0,-29289315.389898904,206755484.61010116,277801.0,246183.0,388154.0,404330.0,142535.0,131155.0,264815.0,262812.5,255640.0,286958.0,-30031213.205357,223034386.79464272,279512.0,247879.0,390901.0,407540.0,144044.0,132025.0,266874.0,264910.0,257762.0,288960.0,-31306550.90523882,224653449.0947614,256979.0,226478.0,357833.0,372260.0,130624.0,120954.0,244685.0,241567.0,234462.0,265720.5,-32286922.559146326,205529077.4408535,30602447.252477013,29767270.142386597,46312616.15095626,47943172.43202099,16217984.012017269,14772118.449745672,29264282.881979395,30005323.664355997,31280911.33221998,32260890.179298468,637.5917522983563,26008128731.964474,227767247.25247765,201876070.1423867,318299816.15095747,331551172.4320212,116960384.01201718,107565718.44974558,217184282.88198015,215419723.66435632,209567311.33222055,235344090.1792989,-26029724690.432793,182869923403.94052
4,1.0,747.0,687.0,1066.0,1096.0,394.0,362.0,702.0,731.0,701.0,742.0,-49.402110303752124,604750.5978896962,279004.5,256243.0,394954.0,399388.0,136878.0,132036.0,255392.0,267957.0,251209.0,268287.0,-31160720.372023944,221300079.62797633,256946.0,235984.5,363901.0,368476.0,126995.0,121428.0,235665.0,247498.0,232331.0,247957.0,-30097396.33389955,204176203.6661007,401348.0,368441.0,568178.0,574826.0,197686.0,189671.0,367706.0,386002.0,361944.0,386725.0,-47305655.254443176,318555144.7455565,419324.0,384476.0,593510.0,600608.0,206785.0,198407.0,384390.0,403428.0,378100.0,404336.0,-46809239.97189226,332875560.0281077,157440.0,143683.0,222318.0,225039.0,77618.0,74310.0,144470.0,151273.0,141705.0,152221.0,-16369276.958309563,124808323.04168999,138378.0,127266.0,196221.0,198345.0,68318.0,65522.0,126821.0,133250.0,125121.0,133482.0,-15045549.53365271,109975250.46634717,269002.0,246609.0,380626.0,385002.0,132118.0,127303.0,246402.0,258321.0,241933.0,258738.0,-28934433.811779186,213287966.1882205,278100.0,254699.0,393244.0,397748.0,136741.0,131372.0,254841.0,267180.5,250323.0,268315.0,-30953978.343433134,220556421.65656704,272438.0,249256.0,385322.0,390196.0,134489.0,128641.0,250169.0,262108.0,245700.5,263437.0,-30286440.03159347,216255959.9684068,285987.0,261797.0,404247.0,408896.0,140127.0,135122.0,262146.0,274087.0,256705.0,275282.0,-32722766.929562047,226563633.07043794,31123816.995627042,30063457.08412085,47252992.60485932,46755095.258999415,16349812.526849912,15027665.96972276,28899753.530345988,30917865.400801122,30251809.15227058,32686110.56371671,1220.2842393111168,25987801481.17033,230448616.99562725,211287457.0841208,326108992.60485905,329931095.25899947,113463412.5268499,108944465.96972273,211246953.53034607,221516265.40080124,207674209.15227082,222161310.56371644,-26017677436.91374,182861642823.9721
5,1.0,753.0,678.0,1078.0,1076.0,378.0,356.0,724.0,728.0,685.0,777.0,-3.3008667442481965,604796.6991332558,283504.5,260716.0,409242.0,411857.0,141383.0,137964.0,273532.0,271986.0,261392.0,288487.0,-32255383.913202796,229061416.08679712,249818.0,229842.0,361083.0,363408.0,125071.0,121473.0,241750.0,240279.0,231056.0,255294.0,-29585570.9989065,202225629.00109375,402492.0,369801.0,581042.0,584982.0,201092.0,195533.0,389094.0,386527.0,371465.0,410835.0,-46845319.53512917,325409080.46487075,398371.0,366120.0,574946.0,578888.0,199036.0,193836.0,384733.0,382303.0,367340.0,405968.0,-47003257.33621386,321967942.6637856,143251.0,131213.0,206392.0,207692.0,71442.0,69650.0,138290.0,137360.0,131742.0,145963.0,-15983986.485945717,115603213.51405405,130104.0,119895.0,188235.0,189220.0,64918.0,63368.0,125752.0,124951.0,120241.0,132697.0,-14813556.887337308,105282443.11266261,271640.0,249122.0,391378.0,394291.0,135382.0,131992.0,262088.0,260255.0,249901.0,276473.0,-30606967.249601044,219218632.75039834,276198.0,253305.0,398257.0,401025.0,137824.0,134217.0,266817.0,264992.0,254549.0,281824.0,-30461402.262418844,223122597.73758093,254413.0,233374.0,366965.0,369720.0,127188.0,123619.0,246039.0,244131.0,234612.5,259805.0,-29271984.815733854,205606415.1842663,296594.0,271512.0,426771.0,430084.0,147743.0,143915.0,286075.0,283832.0,272440.0,301864.5,-33869820.833892226,239154179.16610798,32252898.360544402,29583333.011253875,46841761.20077885,46999705.60359701,15982738.75831639,14812381.778776342,30604577.42207825,30458999.23142903,29269723.72201407,33867256.06043194,5.447861729301167,26017957620.599464,226350498.36054426,207826533.01125392,326561761.2007789,328793305.6035973,113009938.75831635,110025181.7787763,218654177.4220779,217169399.23142925,208679323.72201416,230772856.06043187,-26019953973.910725,182889523641.2409
6,1.0,726.0,699.0,1085.0,1083.0,366.0,380.0,731.0,705.0,688.0,737.0,-4.575076636392623,604795.4249233636,263538.0,261280.0,403733.0,396418.0,136692.0,141491.0,272044.0,257803.0,254211.0,274687.0,-30862007.016513057,224104392.98348662,246194.0,244300.5,377711.0,370586.0,127731.0,132255.0,254759.0,241082.0,237919.0,257278.0,-30482316.149113204,209623283.85088718,383977.0,380704.0,588612.5,577814.0,199175.0,206063.0,397148.0,375870.0,370697.0,401280.0,-47206672.09405955,326775727.9059392,389840.0,386431.0,597241.0,586444.5,202369.0,209295.0,402655.0,381340.0,376069.0,406769.0,-46193107.14918871,331590892.8508108,129024.0,128103.0,197935.0,194009.0,66978.0,69399.0,133619.0,126299.0,124503.0,134897.0,-16186999.724029377,109870600.27597065,134389.0,133365.0,206237.0,202245.0,69681.0,72200.0,138909.0,131526.0,129718.0,140295.0,-16159530.215428216,114390869.78457166,258662.0,256210.0,395987.0,389018.0,133927.0,138871.0,267180.5,252745.0,249222.0,269521.0,-30877139.580601055,219855660.4193993,254027.0,251713.0,389055.0,382175.0,131731.0,136374.0,262610.0,248512.5,245232.0,265250.0,-29797611.60388239,216096788.39611804,245277.0,242993.0,375783.0,369035.0,127305.0,131722.0,253706.0,239808.0,236672.0,256208.0,-28903105.242786016,208653694.75721407,260375.0,257885.0,398365.0,391402.0,134845.0,139765.0,269226.0,254335.0,250848.0,271584.5,-32416483.185755473,221340316.81424466,30858685.51087489,30479118.170544237,47201708.1359092,46188152.34119175,16185325.245980442,16157791.686306387,30873795.199579656,29794386.174853608,28899957.590060063,32413111.354274347,10.465653160995316,25984001761.771713,214977085.5108743,213128718.17054403,329427308.1359072,323402552.3411904,111484525.24598032,115431391.68630633,222249795.19957924,210283986.17485318,207445557.59005958,224393911.35427392,-25986768747.190052,182888753004.11615
7,1.0,721.0,713.0,1100.0,1054.0,376.0,387.0,688.0,724.0,717.0,722.0,-75.0,604725.0,259920.5,260739.0,403203.0,374927.0,138376.0,144103.0,243531.0,263818.0,261879.0,261618.0,-30638871.491847854,219143528.5081517,253334.0,254184.5,393415.0,365298.0,134796.0,140549.0,237421.0,257470.0,255617.0,255187.0,-31042592.286627397,213685407.71337217,389897.0,390885.0,605000.0,562331.0,207437.0,216095.0,365478.0,396021.0,392991.0,392857.0,-47691036.12910193,328753763.87089705,385007.0,386204.0,597069.0,555458.0,204980.0,213474.0,361094.0,390582.0,387741.0,387739.0,-45254783.31677574,324666816.6832237,132720.0,133292.0,206163.0,191324.0,70688.0,73677.0,124553.0,134817.0,133839.0,133850.0,-17092480.761763684,111989119.23823637,134924.0,135382.0,209605.0,194424.0,71835.0,74884.5,126169.0,137095.0,136128.0,135813.0,-16254787.426341731,113777212.57365839,252517.0,253123.0,391322.0,364058.0,134135.0,140087.0,236672.0,255881.0,254134.0,253931.0,-29051274.46267523,212782325.5373242,258186.0,258742.0,400379.0,372514.0,137407.0,143093.0,242231.0,262088.0,260209.0,260178.0,-30894860.2037002,217677939.79629958,255078.0,255604.0,395709.0,367977.0,135753.0,141351.0,239162.0,258899.0,257044.5,256927.0,-30127345.312033605,215032654.68796694,258944.0,259599.0,401343.0,373249.0,137622.0,143601.0,242805.0,262550.0,260747.0,260642.0,-31792535.73700356,218249064.26299617,30584796.49184791,30989117.286627393,47608536.12910201,45175733.31677575,17064280.761763666,16225762.426341739,28999674.462675277,30840560.20370013,30073570.312033568,31738385.73700356,2812.500000476837,25959797662.328312,216863196.49184763,217483517.2866272,336443736.12910193,312713333.3167756,115387480.76176372,120251362.42634165,203268474.46267518,220142960.20370013,218555170.31203395,218362385.7370035,-26005152037.328403,182846162812.50046
8,1.0,720.0,704.0,1083.0,1052.0,370.0,380.0,694.0,736.0,722.0,727.0,-66.08228685846552,604733.9177131415,259200.0,260454.0,400212.0,378937.0,133617.0,137112.0,248265.0,279962.0,270122.0,258874.0,-31146487.093054593,220839112.90694523,246426.0,247808.0,380896.0,360262.0,126777.0,130270.0,235990.0,267018.0,257401.0,245903.0,-30855773.60111362,210070626.3988865,379548.0,381536.0,586444.5,555042.0,195330.0,200480.0,363495.0,411211.0,396353.0,378882.0,-47491213.24215448,323510386.7578457,378503.0,380346.0,584274.0,553352.0,195242.0,200353.0,362549.0,408704.0,394261.0,377924.0,-45249737.28130361,322511862.7186969,132783.0,133703.0,205380.0,193998.0,68450.0,70342.0,127285.0,143588.0,138543.0,132748.0,-16853154.349336594,113222045.65066354,136488.0,137250.0,211060.0,199407.0,70258.0,72200.0,130518.0,147674.0,142546.0,136250.0,-16137538.657454181,116313661.34254582,251415.0,252586.0,388107.0,367539.0,129495.0,133202.0,240818.0,271343.0,261951.0,250828.0,-28681626.084785942,214188773.91521373,249958.0,251126.0,385877.0,365568.0,128732.0,132006.0,239441.0,270848.0,261097.0,249436.0,-31225850.628522173,213026949.3714779,249718.0,250887.0,385573.0,365283.0,128597.0,131814.0,239117.0,270295.0,260642.0,249137.0,-30562138.613380987,212783461.38661924,264566.0,265905.0,408459.0,386880.0,136242.0,140010.0,253710.0,285636.0,275757.0,264264.5,-31841578.369230896,225457621.63076958,31098907.846516717,30809251.671165317,47419646.1254874,45180218.7155288,16828703.90319894,16112427.388447905,28635764.977706358,31177214.06539451,30514427.20226937,31793536.546685006,2183.4343242645264,26015671579.23688,214569307.84651548,215662051.6711645,331416446.12548673,313668218.7155286,110529503.90319873,113485227.38844775,205496564.97770515,232057214.06539387,223834427.20226797,214183936.54668412,-26055633779.46011,182851555616.34207
9,1.0,706.0,702.0,1109.0,1054.0,353.0,369.0,701.0,770.0,732.0,699.0,-1.0,604799.0,249218.0,236265.0,383693.0,375967.0,125289.0,123838.0,246995.0,273173.0,252915.0,243131.0,-31157839.62991348,210502960.37008625,259347.0,246402.0,399895.0,391315.0,130556.0,129358.0,256881.0,284466.0,263916.0,253192.0,-30137568.810927063,219299231.1890731,399261.0,378623.0,614940.5,602453.0,200580.0,198629.0,395654.0,437500.0,405420.0,389541.0,-48753137.87942132,337282062.1205787,368157.0,348593.0,566433.0,555458.0,185003.0,182902.0,365085.0,403290.0,373032.0,358861.0,-45382951.66023107,310844248.33976936,123929.0,117250.0,190897.0,187059.0,62304.5,61601.0,122808.0,135995.0,125778.0,120836.0,-15225317.870306104,104654682.1296938,136676.0,129680.0,210592.0,206024.0,68656.0,68080.5,135165.0,149760.0,138975.0,133396.0,-16132309.613001522,115454890.38699852,247911.0,235221.0,381755.0,373769.0,124645.0,123504.0,245700.5,271314.0,251387.0,241817.0,-28879342.93517273,209411857.06482732,270447.0,256074.0,416430.0,408290.0,135815.0,134370.0,268456.0,296450.0,274368.0,263842.0,-32999003.802212574,228447396.1977868,263877.0,249948.0,406368.0,398496.0,132618.0,131133.0,261745.0,289272.0,267912.0,257413.0,-30568232.752205025,222929367.24779493,250363.0,237506.0,385650.0,377885.0,125911.0,124535.0,248182.0,274388.0,254255.0,244300.5,-30188526.84630675,211558673.15369308,31157133.62991341,30136866.810927067,48752028.87942137,45381897.6602311,15224964.870306108,16131940.613001518,28878641.935172707,32998233.80221259,30567500.752205078,30187827.846306756,0.49999570846557617,26014191399.096462,216485133.62991312,205269666.8109273,333440028.8794214,326613897.6602307,108839364.87030618,107715940.61300154,214552241.93517283,237247833.80221233,219783500.75220516,211195827.8463068,-26014796198.096474,182890915200.49957
